time,drone_id,x,y,z,target_x,target_y,target_z,formation_error,min_distance
10.7,1,18.8222,9.411,2.0,20.0,10.0,2.0,0.0,3.3781
10.7,2,15.7866,6.8932,2.0,20.0,10.0,2.0,1.1578,3.3781
10.7,3,15.7866,10.8932,2.0,20.0,10.0,2.0,1.1578,3.3781
10.8,1,18.9164,9.4581,2.0,20.0,10.0,2.0,0.0,3.3439
10.8,2,15.9316,6.9657,2.0,20.0,10.0,2.0,1.101,3.3439
10.8,3,15.9316,10.9657,2.0,20.0,10.0,2.0,1.101,3.3439
10.9,1,19.0031,9.5015,2.0,20.0,10.0,2.0,0.0,3.3101
10.9,2,16.0695,7.0346,2.0,20.0,10.0,2.0,1.0438,3.3101
10.9,3,16.0695,11.0346,2.0,20.0,10.0,2.0,1.0438,3.3101
11.0,1,19.0828,9.5414,2.0,20.0,10.0,2.0,0.0,3.277
11.0,2,16.2002,7.1,2.0,20.0,10.0,2.0,0.9869,3.277
11.0,3,16.2002,11.1,2.0,20.0,10.0,2.0,0.9869,3.277
11.1,1,19.1562,9.5781,2.0,20.0,10.0,2.0,0.0,3.2451
11.1,2,16.3238,7.1618,2.0,20.0,10.0,2.0,0.9307,3.2451
