time,drone_id,x,y,z,target_x,target_y,target_z,formation_error,min_distance
5.5,5,2.8576,6.8762,2.0,20.0,10.0,2.0,0.5172,2.8699
5.6,1,7.3959,2.6459,2.0,20.0,10.0,2.0,0.0,2.867
5.6,2,4.9675,0.8516,2.0,20.0,10.0,2.0,0.4751,2.867
5.6,3,4.9333,4.811,2.0,20.0,10.0,2.0,0.4911,2.867
5.6,4,2.9234,-1.1925,2.0,20.0,10.0,2.0,0.4993,2.867
5.6,5,2.9215,6.8537,2.0,20.0,10.0,2.0,0.5178,2.867
5.7,1,7.4525,2.6013,2.0,20.0,10.0,2.0,0.0,2.864
5.7,2,5.0306,0.8259,2.0,20.0,10.0,2.0,0.478,2.864
5.7,3,4.9932,4.7872,2.0,20.0,10.0,2.0,0.4956,2.864
5.7,4,2.9865,-1.2182,2.0,20.0,10.0,2.0,0.4998,2.864
5.7,5,2.9842,6.8284,2.0,20.0,10.0,2.0,0.5205,2.864
5.8,1,7.5102,2.5555,2.0,20.0,10.0,2.0,0.0,2.8609
5.8,2,5.0927,0.7975,2.0,20.0,10.0,2.0,0.4825,2.8609
5.8,3,5.0522,4.761,2.0,20.0,10.0,2.0,0.5019,2.8609
5.8,4,3.0486,-1.2466,2.0,20.0,10.0,2.0,0.5022,2.8609
5.8,5,3.0459,6.8005,2.0,20.0,10.0,2.0,0.5249,2.8609
5.9,1,7.5692,2.509,2.0,20.0,10.0,2.0,0.0,2.8578
5.9,2,5.1539,0.7665,2.0,20.0,10.0,2.0,0.4887,2.8578
5.9,3,5.098,4.7199,2.0,20.0,10.0,2.0,0.5163,2.8578
5.9,4,3.1102,-1.2774,2.0,20.0,10.0,2.0,0.5064,2.8578
5.9,5,3.107,6.7701,2.0,20.0,10.0,2.0,0.5309,2.8578
6.0,1,7.6299,2.4619,2.0,20.0,10.0,2.0,0.0,2.855
6.0,2,5.2145,0.733,2.0,20.0,10.0,2.0,0.4961,2.855
6.0,3,5.1443,4.6775,2.0,20.0,10.0,2.0,0.5313,2.855
6.0,4,3.1713,-1.3104,2.0,20.0,10.0,2.0,0.512,2.855
6.0,5,3.1678,6.7377,2.0,20.0,10.0,2.0,0.5381,2.855
6.1,1,7.6921,2.4143,2.0,20.0,10.0,2.0,0.0,2.8524
6.1,2,5.2748,0.6975,2.0,20.0,10.0,2.0,0.5043,2.8524
6.1,3,5.1914,4.6337,2.0,20.0,10.0,2.0,0.5467,2.8524
6.1,4,3.2324,-1.3454,2.0,20.0,10.0,2.0,0.5187,2.8524
6.1,5,3.2285,6.7032,2.0,20.0,10.0,2.0,0.5463,2.8524
6.2,1,7.756,2.3664,2.0,20.0,10.0,2.0,0.0,2.8499
6.2,2,5.3352,0.6602,2.0,20.0,10.0,2.0,0.5132,2.8499
6.2,3,5.2392,4.5887,2.0,20.0,10.0,2.0,0.5626,2.8499
6.2,4,3.2936,-1.3822,2.0,20.0,10.0,2.0,0.5263,2.8499
6.2,5,3.2893,6.6671,2.0,20.0,10.0,2.0,0.5552,2.8499
6.3,1,7.8216,2.3181,2.0,20.0,10.0,2.0,0.0,2.8476
6.3,2,5.396,0.6213,2.0,20.0,10.0,2.0,0.5225,2.8476
6.3,3,5.2879,4.5424,2.0,20.0,10.0,2.0,0.5789,2.8476
6.3,4,3.3552,-1.4206,2.0,20.0,10.0,2.0,0.5346,2.8476
6.3,5,3.3505,6.6294,2.0,20.0,10.0,2.0,0.5646,2.8476
6.4,1,7.8889,2.2697,2.0,20.0,10.0,2.0,0.0,2.8454
6.4,2,5.4575,0.5812,2.0,20.0,10.0,2.0,0.5321,2.8454
6.4,3,5.3375,4.495,2.0,20.0,10.0,2.0,0.5956,2.8454
6.4,4,3.4173,-1.4603,2.0,20.0,10.0,2.0,0.5434,2.8454
6.4,5,3.4123,6.5903,2.0,20.0,10.0,2.0,0.5743,2.8454
6.5,1,7.958,2.2213,2.0,20.0,10.0,2.0,0.0,2.8434
6.5,2,5.5198,0.5399,2.0,20.0,10.0,2.0,0.5417,2.8434
6.5,3,5.388,4.4465,2.0,20.0,10.0,2.0,0.6128,2.8434
6.5,4,3.4801,-1.5013,2.0,20.0,10.0,2.0,0.5525,2.8434
6.5,5,3.4749,6.5499,2.0,20.0,10.0,2.0,0.5843,2.8434
6.6,1,8.0289,2.173,2.0,20.0,10.0,2.0,0.0,2.8414
6.6,2,5.5831,0.4977,2.0,20.0,10.0,2.0,0.5514,2.8414
